id,registration_no,bussiness_acitivites_id,bussiness_acitivites_secondary_id,tools_technologies_id,languages_id,city_name
134,SIYA-45348-XMON,0,0,0,0,Karachi
135,RQKM-45350-IBWV,0,0,0,0,Karachi
136,SIKJ-45352-XACI,0,0,0,0,Karachi
137,DXBG-45354-NQWS,0,0,0,0,Karachi
138,HCLG-45356-BLNI,0,0,0,0,Lahore
139,RHIF-45358-FETJ,0,0,0,0,Karachi
140,RATF-45360-CKWV,0,0,0,0,Islamabad
141,VEXC-45362-HXMR,0,0,0,0,Lahore
142,LSMF-45364-PDFS,0,0,0,0,Faisalabad
143,QLVF-45366-DAVI,0,0,0,0,Karachi
144,WVFZ-45368-AXRB,0,0,0,0,Karachi
145,ZIEC-45370-CDNF,0,0,0,0,Lahore
146,ZYGQ-45372-RDXW,0,0,0,0,Lahore
147,JQKF-45374-ZJAI,0,0,0,0,Lahore
148,RTCF-45376-YDMT,0,0,0,0,Karachi
149,HCPA-45378-BHGE,0,0,0,0,Karachi
150,SCKM-45380-DTHS,0,0,0,0,Peshawar
151,KFPX-45382-OFTA,0,0,0,0,Lahore
152,JPVY-45384-PRMN,0,0,0,0,Lahore
153,DCRS-45386-HWEF,0,0,0,0,Lahore
154,HWOS-45388-MXTH,0,0,0,0,Karachi
155,VPKT-45390-NQZD,0,0,0,0,Islamabad
156,AHRY-45392-JEHB,0,0,0,0,Karachi
157,EJTC-45394-QMNH,0,0,0,0,Karachi
158,FCEV-45396-XFPT,0,0,0,0,Lahore
159,XVFA-45398-QOHF,0,0,0,0,Islamabad
160,PCNG-45400-LFOR,0,0,0,0,Karachi
161,MYBV-45402-LIHY,0,0,0,0,Faisalabad
162,OHQN-45404-VFLW,0,0,0,0,Lahore
163,FQJB-45406-TCXP,0,0,0,0,Karachi
164,DSLV-45408-SIBK,0,0,0,0,Islamabad
165,EZPT-45410-NKSH,0,0,0,0,Lahore
166,IFKY-45412-CFLI,0,0,0,0,Peshawar
167,DXQV-45414-CRQB,0,0,0,0,Karachi
168,NRTI-45416-VFQB,0,0,0,0,Islamabad
169,JRCD-45418-BQNP,0,0,0,0,Lahore
170,WZRH-45420-MKEO,0,0,0,0,Islamabad
171,PTCO-45422-XMFR,0,0,0,0,Islamabad
172,EHYO-45424-QJZH,0,0,0,0,Lahore
173,VEKB-45426-NJKF,0,0,0,0,Karachi
174,ECFH-45428-QRDS,0,0,0,0,Lahore
175,DYGX-45430-GWFE,0,0,0,0,Lahore
176,MIPH-45432-SZNK,0,0,0,0,Sahiwal
177,NJRC-45434-ASBH,0,0,0,0,Karachi
178,KPEX-45436-OZEX,0,0,0,0,Lahore
179,WRQX-45438-AMXT,0,0,0,0,Sialkot
180,GARM-45440-LIWM,0,0,0,0,Karachi
181,QJSX-45442-VMNJ,0,0,0,0,Lahore
182,AYXS-45444-HVQR,0,0,0,0,Lahore
183,LZJA-45446-STEO,0,0,0,0,Lahore
184,QMOA-45448-LIFD,0,0,0,0,Karachi
185,VCYZ-45450-CWBZ,0,0,0,0,Karachi
186,DLTI-45452-GYDH,0,0,0,0,Karachi
187,CMER-45454-QXDR,0,0,0,0,Karachi
188,PSLV-45456-NCLV,0,0,0,0,Karachi
189,BNTX-45458-RDTW,0,0,0,0,Islamabad
190,LFEJ-45460-FNDT,0,0,0,0,Muridkey
191,GBZF-45462-FRDO,0,0,0,0,Karachi
192,CGOJ-45464-RDJV,0,0,0,0,Karachi
193,HCWI-45466-DOXT,0,0,0,0,Islamabad
194,XKBQ-45468-RHXG,0,0,0,0,Karachi
195,ZDAS-45470-TGYF,0,0,0,0,Lahore
196,ZPXG-45472-EIDO,0,0,0,0,Islamabad
197,XPKG-45474-TNBY,0,0,0,0,Islamabad
198,DKQM-45476-BMKG,0,0,0,0,Islamabad
199,VPMC-45478-CGQD,0,0,0,0,Karachi
200,ZAFR-45480-WQSJ,0,0,0,0,Islamabad
201,TKZY-45482-JQRW,0,0,0,0,Karachi
202,FYVK-45484-HPFT,0,0,0,0,Lahore
203,DONP-45486-QDKZ,0,0,0,0,Islamabad
204,JVWK-45488-AQWX,0,0,0,0,Karachi
205,GQJB-45490-IHZD,0,0,0,0,Karachi
206,KOTA-45492-ZHCN,0,0,0,0,Karachi
207,PEFO-45494-NTCL,0,0,0,0,Lahore
208,GYQF-45496-XEDI,0,0,0,0,Sargodha
209,TVIO-45498-JRHC,0,0,0,0,Hyderabad
210,AMBT-45500-PRQS,0,0,0,0,Islamabad
211,LYOW-45502-JCSO,0,0,0,0,Karachi
212,VOMC-45504-KYJT,0,0,0,0,Peshawar
213,JSIX-45506-XDCL,0,0,0,0,Lahore
214,KOYD-45508-ZNJT,0,0,0,0,Peshawar
215,YHVS-45510-CGXB,0,0,0,0,Karachi
216,HSOC-45512-JSYF,0,0,0,0,Faisalabad
217,VORY-45514-JOBS,0,0,0,0,Karachi
218,SVFH-45516-CQIH,0,0,0,0,Karachi
219,CNTQ-45518-HSON,0,0,0,0,Islamabad
220,ODYX-45520-AKOE,0,0,0,0,Karachi
221,NDFG-45522-BJGW,0,0,0,0,Islamabad
222,PDQW-45524-PEYL,0,0,0,0,Karachi
223,MTOX-45526-CPYI,0,0,0,0,Lahore
224,BPTZ-45528-HFCD,0,0,0,0,Lahore
225,GVTQ-45530-XYVG,0,0,0,0,Lahore
226,YSOB-45532-ZSMR,0,0,0,0,Karachi
227,QVXW-45534-ADKE,0,0,0,0,Lahore
228,GPVE-45536-XTCA,0,0,0,0,Islamabad
229,IZTQ-45538-RICX,0,0,0,0,Islamabad
230,VPQM-45540-KJVR,0,0,0,0,Lahore
231,TBGC-45542-RNZS,0,0,0,0,Karachi
232,XVQL-45544-VBOS,0,0,0,0,Karachi
233,LPWD-45546-TWGY,0,0,0,0,Karachi
234,VZRQ-45548-ZGSR,0,0,0,0,Karachi
235,XWCL-45550-TZWN,0,0,0,0,Rawalpindi
236,PHKX-45552-AXHJ,0,0,0,0,Islamabad
237,DIVC-45554-JKBG,0,0,0,0,Faisalabad
238,WGLN-45556-EZAS,0,0,0,0,Islamabad
239,SYKJ-45558-ATFG,0,0,0,0,Islamabad
240,ENXQ-45560-BJRY,0,0,0,0,Hangu
241,OLTM-45562-RKTS,0,0,0,0,Peshawar
242,MHEG-45564-ZJIT,0,0,0,0,Islamabad
243,SGPF-45566-HFOY,0,0,0,0,Karachi
244,XYMG-45568-VQMN,0,0,0,0,Karachi
245,JKEW-45570-HAGV,0,0,0,0,Vehari
246,EKQD-45572-JBDR,0,0,0,0,Lahore
247,GSCB-45574-JXVQ,0,0,0,0,Lahore
248,YQTI-45576-CDXA,0,0,0,0,Peshawar
249,OJFC-45578-CHLN,0,0,0,0,Karachi
250,MFKB-45580-YBSZ,0,0,0,0,Lahore
251,JVBP-45582-LXSV,0,0,0,0,Islamabad
252,WBNL-45584-HACY,0,0,0,0,Karachi
253,SPHN-45586-AFKW,0,0,0,0,Karachi
254,GVYA-45588-ZMPR,0,0,0,0,Lahore
255,YLXF-45590-ZHCN,0,0,0,0,Karachi
256,JCYN-45592-MQFT,0,0,0,0,Islamabad
257,KSWC-45594-ETAC,0,0,0,0,Karachi
258,TEMO-45596-HMOS,0,0,0,0,Lahore
259,DPJT-45598-GMIR,0,0,0,0,Lahore
260,RXPD-45600-JGAT,0,0,0,0,Karachi
261,BCOZ-45602-JSXN,0,0,0,0,Islamabad
262,BECI-45604-STAC,0,0,0,0,Islamabad
263,RYHC-45606-EGBJ,0,0,0,0,Islamabad
264,ENPX-45608-TWNY,0,0,0,0,Faisalabad
265,MESH-45610-MJTF,0,0,0,0,Islamabad
266,OKHN-45612-PTCK,0,0,0,0,Karachi
267,CSZF-45614-HNJX,0,0,0,0,Islamabad
268,QOIP-45616-NXAQ,0,0,0,0,Multan
269,IOYW-45618-ABIG,0,0,0,0,Karachi
270,HXVT-45620-CTSX,0,0,0,0,Lahore
271,DYNL-45622-YTLX,0,0,0,0,Karachi
272,JVHS-45624-OBNT,0,0,0,0,Karachi
273,CFHL-45626-SZHI,0,0,0,0,Islamabad
274,SAWE-45628-JTEP,0,0,0,0,Karachi
275,KJRQ-45630-RCDO,0,0,0,0,Karachi
276,EDFW-45632-LRXK,0,0,0,0,Karachi
277,HAVI-45634-PGMC,0,0,0,0,Lahore
278,WENQ-45636-WTCH,0,0,0,0,Islamabad
279,QLEG-45638-LAJK,0,0,0,0,Islamabad
280,WGXP-45640-AOQR,0,0,0,0,Karachi
281,PAVC-45642-MIOK,0,0,0,0,Lahore
282,ASGD-45644-EIZF,0,0,0,0,Islamabad
283,FDCK-45646-FHYN,0,0,0,0,Lahore
284,YEPD-45648-PDLJ,0,0,0,0,Peshawar
285,SBFH-45650-NRBA,0,0,0,0,Peshawar
286,FDXN-45652-YTMP,0,0,0,0,Karachi
287,RVCM-45654-GEFA,0,0,0,0,Islamabad
288,FWMH-45656-BWHZ,0,0,0,0,Peshawar
289,JLKP-45658-JVLX,0,0,0,0,Muridkey
290,RYWC-45660-FHCX,0,0,0,0,Sialkot
291,NMWD-45662-LHXR,0,0,0,0,Lahore
292,CFGX-45664-NHQX,0,0,0,0,Karachi
293,FRBL-45666-NVGE,0,0,0,0,Islamabad
294,IAKR-45668-EGFI,0,0,0,0,Lahore
295,HVMN-45670-OYCP,0,0,0,0,Lahore
296,JYIS-45672-ERTV,0,0,0,0,Karachi
297,AQWP-45674-EAKT,0,0,0,0,Karachi
298,ITHZ-45676-KQIS,0,0,0,0,Karachi
299,HXDZ-45678-WDEI,0,0,0,0,Karachi
300,JXVM-45680-GKZP,0,0,0,0,Lahore
301,PLFW-45682-GQKB,0,0,0,0,Karachi
302,PYMO-45684-MQPZ,0,0,0,0,Karachi
303,HOCQ-45686-HXTD,0,0,0,0,Karachi
304,CZDS-45688-ABSI,0,0,0,0,Karachi
305,KMTF-45690-XKZT,0,0,0,0,Islamabad
306,NKBF-45692-OSBY,0,0,0,0,Karachi
307,MVJF-45694-XNLR,0,0,0,0,Karachi
308,VKOL-45696-CXHB,0,0,0,0,Lahore
309,HJOF-45698-TWSH,0,0,0,0,Rawalpindi
310,SIFE-45700-RQLK,0,0,0,0,Sialkot
311,ITBH-45702-IXQM,0,0,0,0,Peshawar
312,AOJQ-45704-BQAX,0,0,0,0,Islamabad
313,ZDJE-45706-TGAK,0,0,0,0,Karachi
314,YAXS-45708-KWNA,0,0,0,0,Islamabad
315,VWZF-45710-AKIQ,0,0,0,0,Lahore
316,QAOT-45712-IPKX,0,0,0,0,Karachi
317,STGP-45714-VDMZ,0,0,0,0,Islamabad
318,RJID-45716-QXAO,0,0,0,0,Karachi
319,LJRP-45718-DJAY,0,0,0,0,Karachi
320,WOHA-45720-OGQE,0,0,0,0,Lahore
321,WOAX-45722-ZGPY,0,0,0,0,Rawalpindi
322,WNCH-45724-XBEA,0,0,0,0,Lahore
323,JPDY-45726-OGQJ,0,0,0,0,Karachi
324,MPIZ-45728-MEFQ,0,0,0,0,Karachi
325,FZPW-45730-EOLD,0,0,0,0,Islamabad
326,QYWM-45732-TENJ,0,0,0,0,Islamabad
327,SNDP-45734-ALVF,0,0,0,0,Lahore
328,IXYK-45736-WJXP,0,0,0,0,Karachi
329,PVOW-45738-WFHR,0,0,0,0,Multan
330,NBPH-45740-DATX,0,0,0,0,Karachi
331,DZLR-45742-XNRE,0,0,0,0,Karachi
332,NMBW-45744-NVAI,0,0,0,0,Karachi
333,MJHD-45746-HTDB,0,0,0,0,Lahore
334,YHJX-45748-BHYS,0,0,0,0,Lahore
335,RBSF-45750-FEIO,0,0,0,0,Karachi
336,CLMQ-45752-KXSJ,0,0,0,0,Rawalpindi
337,EPGI-45754-EKBW,0,0,0,0,Lahore
338,ARCY-45756-HDVM,0,0,0,0,Lahore
339,PBDH-45758-HBDA,0,0,0,0,Lahore
340,OTVE-45760-OXVZ,0,0,0,0,Karachi
341,RHTJ-45762-IAZX,0,0,0,0,Islamabad
342,STZY-45764-JFYD,0,0,0,0,Karachi
343,KTHX-45766-ZYLP,0,0,0,0,Lahore
344,WSXL-45768-ARCB,0,0,0,0,Karachi
345,DMHF-45770-QFZV,0,0,0,0,Karachi
346,WCHA-45772-VTPO,0,0,0,0,Karachi
347,ZVTD-45774-BPRE,0,0,0,0,Karachi
348,XOGQ-45776-TGWO,0,0,0,0,Karachi
349,GSFZ-45778-KWNJ,0,0,0,0,Karachi
350,HVDJ-45780-ETBR,0,0,0,0,Rawalpindi
351,FNZD-45782-ZJAS,0,0,0,0,Rawalpindi
352,NSOR-45784-CZED,0,0,0,0,Karachi
353,NYQV-45786-IDEO,0,0,0,0,Lahore
354,YSPQ-45788-FQDK,0,0,0,0,Islamabad
355,TPDV-45790-GWRL,0,0,0,0,Rawalpindi
356,HRCD-45792-OMND,0,0,0,0,Karachi
357,MCNG-45794-MOVN,0,0,0,0,Rawalpindi
358,FRED-45796-HXPK,0,0,0,0,Islamabad
359,NSYZ-45798-YVZJ,0,0,0,0,Karachi
360,NBLJ-45800-AWZS,0,0,0,0,Karachi
361,TAJC-45802-RTVD,0,0,0,0,Islamabad
362,NYSF-45804-XKNJ,0,0,0,0,Karachi
363,NELP-45806-BYVX,0,0,0,0,Lahore
364,ZLYJ-45808-MXJN,0,0,0,0,Islamabad
365,ZLDC-45810-LVQA,0,0,0,0,Karachi
366,YQMJ-45812-BQJX,0,0,0,0,Karachi
367,YZDW-45814-BGNL,0,0,0,0,Karachi
368,OJSF-45816-TJKW,0,0,0,0,Lahore
369,YNFD-45818-TMZA,0,0,0,0,Islamabad
370,TLXP-45820-YNTI,0,0,0,0,Islamabad
371,EHRX-45822-XSTC,0,0,0,0,Islamabad
372,WIYT-45824-WKBS,0,0,0,0,Karachi
373,XWPK-45826-LKTM,0,0,0,0,Lahore
374,IRTC-45828-ZMWS,0,0,0,0,Karachi
375,MLVH-45830-VQXI,0,0,0,0,Islamabad
376,WDEM-45832-TAGN,0,0,0,0,Karachi
377,LNIO-45834-YQBL,0,0,0,0,Lahore
378,VFME-45836-APQJ,0,0,0,0,Islamabad
379,LYPS-45838-JCGA,0,0,0,0,Karachi
380,QGMP-45840-RCGJ,0,0,0,0,Wah Cantt
381,PXWK-45842-ATMC,0,0,0,0,Lahore
382,YZTG-45844-QEWL,0,0,0,0,Lahore
383,XRYH-45846-KXLJ,0,0,0,0,Karachi
384,OWRJ-45848-GYIA,0,0,0,0,Peshawar
385,MOVZ-45850-PRDZ,0,0,0,0,Lahore
386,YRWH-45852-QVRL,0,0,0,0,Karachi
387,CLXW-45854-OYIB,0,0,0,0,Karachi
388,DSVJ-45856-WHBG,0,0,0,0,Lahore
389,RGLB-45858-CEHL,0,0,0,0,Lahore
390,EAZF-45860-HSRE,0,0,0,0,Lahore
391,IWMJ-45862-MGZC,0,0,0,0,Lahore
392,GPHR-45864-LQEP,0,0,0,0,Karachi
393,WSDG-45866-ELVH,0,0,0,0,Karachi
394,CQIL-45868-BRXJ,0,0,0,0,Islamabad
395,QIJS-45870-BMNA,0,0,0,0,Karachi
396,FXCL-45872-NCZV,0,0,0,0,Karachi
397,IORS-45874-XAZE,0,0,0,0,Karachi
398,XVTA-45876-XRCI,0,0,0,0,Bahawalpur
399,NVWD-45878-TYRI,0,0,0,0,Karachi
400,HPJR-45880-JIVC,0,0,0,0,Lahore
401,ZBAI-45882-ICJM,0,0,0,0,Abbottabad
402,TSAH-45884-GOLF,0,0,0,0,Islamabad
403,XKVN-45886-XLQN,0,0,0,0,Islamabad
404,BPTN-45888-ZMEP,0,0,0,0,Karachi
405,XKAD-45890-IEAK,0,0,0,0,Karachi
406,AHTM-45892-LNWB,0,0,0,0,Lahore
407,XJYQ-45894-AMXR,0,0,0,0,Lahore
408,BYXT-45896-YDBE,0,0,0,0,Islamabad
409,GFIB-45898-AHGX,0,0,0,0,Lahore
410,HVWL-45900-JHMV,0,0,0,0,Islamabad
411,ZLPD-45902-HQTS,0,0,0,0,Karachi
412,HWES-45904-FCZH,0,0,0,0,Karachi
413,TLOF-45906-LYAD,0,0,0,0,Lahore
414,WLZQ-45908-KDZF,0,0,0,0,Rawalpindi
415,YPLI-45910-TJOK,0,0,0,0,Karachi
416,RKQE-45912-DFWY,0,0,0,0,Lahore
417,ZWIS-45914-CJXD,0,0,0,0,Rawalpindi
418,JZCD-45916-CLKH,0,0,0,0,Karachi
419,BJNC-45918-XAQH,0,0,0,0,Rawalpindi
420,FHVY-45920-DTFA,0,0,0,0,Islamabad
421,HAXB-45922-FNHW,0,0,0,0,Lahore
422,AMWP-45924-YQLS,0,0,0,0,Quetta
423,KLDF-45926-ONRV,0,0,0,0,Karachi
424,OVIE-45928-SMZR,0,0,0,0,Karachi
425,FPJO-45930-ALOY,0,0,0,0,Lahore
426,TSND-45932-FKZP,0,0,0,0,Karachi
427,BMKF-45934-WZFP,0,0,0,0,Islamabad
428,GOXH-45936-ZXMB,0,0,0,0,Lahore
429,WQZI-45938-TFWL,0,0,0,0,Karachi
430,JHLW-45940-GNCE,0,0,0,0,Karachi
431,QLDH-45942-DXZQ,0,0,0,0,Karachi
432,BSLR-45944-JDTR,0,0,0,0,Lahore
433,OPIC-45946-NJEP,0,0,0,0,Lahore
434,MQRK-45948-XVWD,0,0,0,0,Karachi
435,EGJQ-45950-RVHC,0,0,0,0,Islamabad
436,RVJA-45952-RMIQ,0,0,0,0,Karachi
437,WYFR-45954-YKBZ,0,0,0,0,Karachi
438,PFQH-45956-XFSG,0,0,0,0,Karachi
439,VWMD-45958-HXAS,0,0,0,0,Lahore
440,OWZY-45960-WGXK,0,0,0,0,Karachi
441,RLPX-45962-DYLI,0,0,0,0,Karachi
442,FEMG-45964-NJEG,0,0,0,0,Lahore
443,VZRG-45966-QHKW,0,0,0,0,Islamabad
444,JSVK-45968-VJHF,0,0,0,0,Lahore
445,WNMJ-45970-JSIL,0,0,0,0,Islamabad
446,DBIS-45972-TQJY,0,0,0,0,Lahore
447,CAVK-45974-DLKA,0,0,0,0,Karachi
448,CMLQ-45976-YAOL,0,0,0,0,Lahore
449,DMNC-45978-CLAD,0,0,0,0,Islamabad
450,NHME-45980-RPTH,0,0,0,0,Lahore
451,RGAD-45982-TWHG,0,0,0,0,Karachi
452,JPFD-45984-XOHG,0,0,0,0,Islamabad
453,FYPI-45986-HADB,0,0,0,0,Karachi
454,VBKM-45988-DGCN,0,0,0,0,Lahore
455,GTWQ-45990-VSQD,0,0,0,0,Islamabad
456,QWPJ-45992-LERG,0,0,0,0,Islamabad
457,MBSD-45994-IRHN,0,0,0,0,Karachi
458,QNKF-45996-HSNG,0,0,0,0,Lahore
459,GHKQ-45998-VRDH,0,0,0,0,Lahore
460,VBQZ-46000-NCAM,0,0,0,0,Karachi
461,BWGP-46002-PZSA,0,0,0,0,Lahore
462,XSQK-46004-JIYL,0,0,0,0,Lahore
463,SAPX-46006-KBYZ,0,0,0,0,Karachi
464,NKLY-46008-AIYM,0,0,0,0,Lahore
465,BICW-46010-RZWP,0,0,0,0,Lahore
466,MKLA-46012-FYVM,0,0,0,0,Lahore
467,DGFZ-46014-CJQF,0,0,0,0,Lahore
468,GCNJ-46016-IYKW,0,0,0,0,Karachi
469,ISET-46018-PLXK,0,0,0,0,Rawalpindi
470,NJFX-46020-JZTW,0,0,0,0,Islamabad
471,WBFE-46022-KBWJ,0,0,0,0,Karachi
472,FXIW-46024-JHKS,0,0,0,0,Lahore
473,VFQB-46026-EHWG,0,0,0,0,Lahore
474,DXHG-46028-ZOTX,0,0,0,0,Islamabad
475,QHLA-46030-QBXW,0,0,0,0,Karachi
476,DXRP-46032-EMNR,0,0,0,0,Rawalpindi
477,NRJE-46034-ZQOH,0,0,0,0,Karachi
478,YCZE-46036-GMLQ,0,0,0,0,Lahore
479,EHPA-46038-TQYP,0,0,0,0,Lahore
480,XICA-46040-FNTC,0,0,0,0,Islamabad
481,IYMD-46042-BHVY,0,0,0,0,Rawalpindi
482,HDXZ-46044-PHFM,0,0,0,0,Lahore
483,DGNW-46046-BFAQ,0,0,0,0,Islamabad
484,DNRP-46048-HPJG,0,0,0,0,Karachi
485,AQIP-46050-QBEF,0,0,0,0,Lahore
486,JXVI-46052-INEM,0,0,0,0,Karachi
487,MWGT-46054-BMOF,0,0,0,0,Lahore
